loanNumber,purpose,strata,clientId,dateOfBirth,cycle,province,district,submissionDate,approvalDate,disbursementDate,appliedAmount,approvedAmount,disbursedAmount,loanType,termsDuration,actualPaymentAmount,principalPaid,interestPaid,insuranceFeePaid,totalLateFeesPaid,excessAmountPaid,interestWaived,currentBalance,principalBalance,interestBalance,feesBalance,amountPastDue,principalPastDue,interestPastDue,feesPastDue,scheduledPrincipalAmount,scheduledInterestAmount,scheduledFeesAmount,scheduledPaymentAmount,lastPaymentAmount,lastPrincipalAmount,lastInterestAmount,lastFeesAmount,lastLateFeesAmount,lastExcessAmount,daysInArrears,installmentInArrears,lastPaymentDate,loanStatus,industrySectorOfActivity,businessSubSector,countrySpecific,country_code
LN-ET-2026-311515,Working capital,refugee,ET-ET-2024-S2-U00755,1978-04-12,1,Tigray,Bahir Dar,2026-09-29,2026-10-29,2026-11-07,393.22,314.72,302.07,Working Capital,3,281.16,202.38,43.13,2.48,0.0,33.18,0.0,112.13,99.7,36.57,8.06,0.0,0.0,0.0,0.0,100.69,26.57,2.69,129.94,130.8,86.54,25.56,6.35,0.0,12.34,0,0,2026-12-23,active,Manufacturing,Crafts,Ethiopia,ET
LN-RW-2026-828269,Rent/Utilities,host,RW-RW-2023-S3-U00116,1975-03-15,1,Western,Nyarugenge,2026-03-31,2026-04-15,2026-04-18,447.56,415.51,380.53,Emergency Loan,6,194.56,135.99,42.5,1.58,0.0,14.49,0.0,307.79,244.55,60.87,14.36,0.0,0.0,0.0,0.0,63.42,17.23,2.39,83.04,53.78,31.25,18.7,3.39,0.0,0.45,0,0,2026-09-21,active,Transport,Moto,Rwanda,RW
LN-KE-2026-194411,Equipment,refugee,KE-KE-2019-S3-U00845,1989-11-14,1,Central,Nairobi,2026-12-12,2026-12-24,2026-12-28,302.23,271.95,246.8,Emergency Loan,3,149.27,111.86,13.15,2.32,4.5,17.43,0.0,132.46,134.93,9.75,3.15,19.87,13.49,0.97,0.31,82.27,7.63,2.55,92.45,128.52,93.48,22.9,7.65,2.37,2.12,7,2,2027-01-24,active,Retail & Trade,Grocery,Kenya,KE
LN-RW-2020-329218,Working capital,refugee,RW-RW-2026-S3-U00353,1995-11-24,2,Western,Nyarugenge,2020-12-03,2020-12-30,2021-01-09,526.79,486.54,479.06,Working Capital,6,277.98,205.86,39.9,2.74,0.0,29.48,0.0,294.67,273.2,41.62,6.44,0.0,0.0,0.0,0.0,79.84,13.59,1.07,94.5,85.66,67.61,18.22,3.22,0.0,0.0,0,0,2021-02-03,active,Personal Services,Cleaning,Rwanda,RW
LN-RW-2024-829884,Equipment,host,RW-RW-2022-S1-U03884,1996-01-17,2,Eastern,Nyarugenge,2024-11-10,2024-12-08,2024-12-21,290.46,273.33,267.21,Working Capital,3,223.85,149.76,34.02,3.18,0.0,36.88,0.0,118.07,117.44,25.33,10.5,0.0,0.0,0.0,0.0,89.07,19.79,3.5,112.35,136.25,92.07,25.64,5.55,0.0,13.0,0,0,2025-01-16,active,Retail & Trade,Clothing,Rwanda,RW
LN-KE-2019-162334,Rent/Utilities,host,KE-KE-2019-S3-U03210,1971-04-15,2,Central,Mombasa,2019-12-07,2020-01-06,2020-01-07,179.6,142.73,133.3,Working Capital,9,48.81,40.41,3.94,0.26,1.26,2.93,0.0,99.67,92.89,8.66,0.52,14.95,9.29,0.87,0.05,14.81,1.4,0.2,16.41,10.46,6.91,1.77,0.59,0.01,1.17,49,2,2020-04-06,defaulted,Agriculture,Poultry,Kenya,KE
LN-RW-2019-222416,Emergency,host,RW-RW-2022-S1-U03296,1996-02-21,3,Northern,Gasabo,2019-05-04,2019-05-29,2019-06-08,286.96,240.34,220.81,Inventory Loan,12,102.67,79.1,13.14,0.27,0.0,10.16,0.0,164.95,141.7,25.66,7.3,0.0,0.0,0.0,0.0,18.4,3.23,0.61,22.24,17.79,10.94,5.6,1.78,0.0,0.0,0,0,2019-11-15,active,Hospitality and Tourism,Lodging,Rwanda,RW
LN-RW-2026-863235,Equipment,host,RW-RW-2018-S1-U02675,1989-09-11,4,Northern,Musanze,2026-05-11,2026-06-08,2026-06-18,273.56,236.16,231.6,Inventory Loan,9,159.56,109.74,23.07,0.78,0.0,25.96,0.0,134.28,121.86,29.94,7.78,0.0,0.0,0.0,0.0,25.73,5.89,0.86,32.49,17.35,9.59,2.23,1.7,0.0,3.84,0,0,2026-10-16,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-RW-2023-751430,Working capital,refugee,RW-RW-2019-S3-U01975,1994-05-22,3,Kigali City,Musanze,2023-05-20,2023-05-30,2023-06-01,590.87,489.21,452.32,Asset Finance,9,146.02,102.3,22.86,2.06,0.0,18.81,0.0,406.91,350.03,57.11,12.84,0.0,0.0,0.0,0.0,50.26,8.89,1.43,60.57,67.49,48.23,7.5,4.28,0.0,7.48,0,0,2023-06-30,active,Hospitality and Tourism,Catering,Rwanda,RW
LN-SS-2024-149288,Rent/Utilities,host,SS-SS-2019-S1-U01989,1975-11-04,4,Eastern Equatoria,Torit,2024-03-23,2024-04-16,2024-04-29,252.72,219.69,197.98,Working Capital,3,121.18,96.64,18.58,1.36,0.0,4.61,0.0,135.99,101.35,33.14,4.58,0.0,0.0,0.0,0.0,65.99,17.24,1.53,84.76,100.41,79.26,31.86,1.83,0.0,0.0,0,0,2024-05-22,active,Retail & Trade,Clothing,South Sudan,SS
LN-RW-2023-936884,Stock purchase,host,RW-RW-2023-S1-U00307,1992-09-29,2,Western,Gasabo,2023-05-16,2023-06-13,2023-06-15,182.46,146.38,136.68,Asset Finance,6,23.97,20.99,1.95,0.01,1.37,0.0,1.05,128.82,115.69,11.15,0.53,19.32,11.57,1.11,0.05,22.78,2.36,0.32,25.45,32.26,18.59,7.07,0.95,0.34,5.3,31,1,2023-08-10,restructured,Retail & Trade,Pharmacy,Rwanda,RW
LN-RW-2021-482425,Emergency,refugee,RW-RW-2022-S1-U00638,1986-09-21,2,Kigali City,Gasabo,2021-04-12,2021-05-07,2021-05-12,1439.98,1463.71,1319.32,Asset Finance,12,573.05,374.08,92.95,1.35,0.0,104.66,0.0,1189.04,945.24,283.44,62.22,0.0,0.0,0.0,0.0,109.94,31.37,5.18,146.49,140.12,107.65,39.78,4.22,0.0,0.0,0,0,2021-06-15,active,Manufacturing,Furniture,Rwanda,RW
LN-ET-2022-534948,Working capital,refugee,ET-ET-2022-S2-U00923,1990-08-21,1,Oromia,Mekelle,2022-09-26,2022-10-20,2022-10-21,155.25,152.82,147.45,Asset Finance,3,188.61,140.98,29.85,1.64,0.0,16.13,0.0,0.0,6.47,2.81,6.61,0.0,0.0,0.0,0.0,49.15,10.89,2.2,62.24,77.3,58.6,21.96,5.64,0.0,0.0,0,0,2022-11-30,closed,Transport,Delivery,Ethiopia,ET
LN-ET-2023-164468,Rent/Utilities,refugee,ET-ET-2023-S3-U01209,1997-11-04,2,Addis Ababa,Kirkos,2023-07-12,2023-07-20,2023-07-27,525.08,408.7,382.67,Emergency Loan,18,441.39,328.13,30.09,2.52,0.0,80.65,0.0,1.91,54.55,10.19,17.81,0.0,0.0,0.0,0.0,21.26,2.24,0.99,24.49,27.27,16.3,4.26,0.59,0.0,6.12,0,0,2023-08-20,closed,ICT,Device Repair,Ethiopia,ET
LN-ET-2026-925010,Equipment,host,ET-ET-2026-S3-U02658,2009-01-08,4,Addis Ababa,Hawassa,2026-09-04,2026-09-06,2026-09-12,100.0,100.63,97.95,Asset Finance,24,23.4,18.79,1.66,0.19,1.19,1.58,1.21,86.1,79.16,5.87,0.75,12.92,7.92,0.59,0.07,10.0,1.0,0.08,11.08,12.91,10.51,3.0,0.01,0.62,0.0,53,2,2026-12-17,restructured,Retail & Trade,Grocery,Ethiopia,ET
LN-RW-2022-192184,Rent/Utilities,host,RW-RW-2019-S1-U04929,1990-08-05,2,Kigali City,Gasabo,2022-02-26,2022-03-09,2022-03-09,380.34,322.87,314.89,Working Capital,24,156.4,118.03,19.82,1.51,0.0,17.03,0.0,210.48,196.86,23.76,4.86,0.0,0.0,0.0,0.0,13.12,1.82,0.2,15.14,14.62,9.88,4.66,0.61,0.0,0.0,0,0,2022-05-20,active,Manufacturing,Furniture,Rwanda,RW
LN-ET-2020-742998,Emergency,host,ET-ET-2024-S1-U01176,1990-11-16,2,Oromia,Kirkos,2020-06-06,2020-06-07,2020-06-13,235.8,231.21,212.89,Seasonal Loan,18,80.04,66.62,12.54,1.02,1.57,0.0,0.0,188.5,146.27,31.83,6.29,28.28,14.63,3.18,0.63,11.83,2.46,0.44,14.73,13.94,7.72,1.98,1.04,0.59,2.6,72,4,2020-09-05,defaulted,Personal Services,Beauty,Ethiopia,ET
LN-RW-2026-854809,Equipment,refugee,RW-RW-2023-S2-U00077,1988-09-09,1,Eastern,Kicukiro,2026-05-31,2026-06-05,2026-06-07,100.0,100.0,95.99,Inventory Loan,6,34.28,27.61,4.12,0.28,0.0,2.27,0.0,85.07,68.37,13.98,4.3,0.0,0.0,0.0,0.0,16.0,3.02,0.72,19.73,26.64,15.94,4.47,1.64,0.0,4.59,0,0,2026-08-06,active,Agriculture,Vegetables,Rwanda,RW
LN-ET-2021-902081,Emergency,host,ET-ET-2025-S1-U00772,1998-05-03,2,Tigray,Hawassa,2021-09-23,2021-10-09,2021-10-13,153.17,121.11,114.2,Working Capital,6,38.36,33.73,3.09,0.34,0.0,1.2,0.0,91.87,80.47,8.27,3.52,0.0,0.0,0.0,0.0,19.03,1.89,0.59,21.51,27.43,20.6,4.48,1.48,0.0,0.87,0,0,2022-02-16,active,Agriculture,Vegetables,Ethiopia,ET
LN-KE-2021-633169,Expansion,host,KE-KE-2025-S3-U01764,1988-04-07,4,Coast,Mombasa,2021-02-03,2021-02-25,2021-03-10,289.33,288.08,283.33,Working Capital,24,129.39,89.7,25.02,1.66,0.0,13.01,0.0,230.32,193.62,40.02,6.74,0.0,0.0,0.0,0.0,11.81,2.71,0.28,14.8,18.31,14.66,3.7,0.84,0.0,0.0,0,0,2021-07-18,active,Retail & Trade,Phone Accessories,Kenya,KE
LN-SS-2026-988838,Rent/Utilities,refugee,SS-SS-2025-S1-U03688,1984-11-21,2,Western Equatoria,Juba,2026-05-04,2026-05-26,2026-06-01,416.28,416.24,383.42,Working Capital,24,268.36,210.55,22.98,3.75,8.79,22.29,0.0,171.49,172.87,11.63,6.89,25.72,17.29,1.16,0.69,15.98,1.44,0.65,18.07,9.02,6.24,2.98,0.13,0.22,0.0,14,1,2026-12-14,active,Agriculture,Dairy,South Sudan,SS
LN-KE-2023-904450,Equipment,host,KE-KE-2022-S1-U02779,1980-03-23,2,Coast,Nakuru,2023-10-27,2023-11-26,2023-12-02,557.96,504.86,479.75,Working Capital,6,541.31,479.75,48.49,0.93,0.0,12.13,0.0,9.0,0.0,15.1,6.02,0.0,0.0,0.0,0.0,79.96,10.6,1.0,91.56,75.13,46.21,19.94,3.01,0.0,5.96,0,0,2024-01-19,closed,Agriculture,Vegetables,Kenya,KE
LN-RW-2023-995340,Rent/Utilities,refugee,RW-RW-2018-S1-U03826,2000-11-24,1,Eastern,Kicukiro,2023-04-22,2023-05-15,2023-05-19,361.24,294.83,292.92,Seasonal Loan,12,74.44,53.95,12.42,0.13,4.03,3.9,6.76,316.02,238.97,64.03,9.6,47.4,23.9,6.4,0.96,24.41,6.93,1.14,32.48,26.76,19.42,5.3,1.06,0.28,0.69,33,1,2023-07-18,restructured,Professional Services,Repairs,Rwanda,RW
LN-KE-2022-588635,Expansion,refugee,KE-KE-2025-S3-U02709,1992-06-28,3,Western,Kisumu,2022-07-17,2022-08-09,2022-08-22,234.64,180.73,164.28,Emergency Loan,9,101.35,84.28,14.41,0.86,0.0,1.81,0.0,93.5,80.0,12.06,2.46,0.0,0.0,0.0,0.0,18.25,2.94,0.27,21.47,27.54,18.24,4.84,0.56,0.0,3.89,0,0,2022-09-23,active,Hospitality and Tourism,Coffee Shop,Kenya,KE
LN-RW-2022-372926,Rent/Utilities,host,RW-RW-2019-S1-U03373,1999-07-18,1,Eastern,Rubavu,2022-09-27,2022-10-17,2022-10-24,265.88,205.03,201.69,Emergency Loan,12,142.88,110.02,18.72,0.14,5.73,8.27,0.0,98.19,91.67,10.46,4.24,14.73,9.17,1.05,0.42,16.81,2.43,0.83,20.07,17.79,12.86,2.42,0.04,0.48,1.99,20,2,2022-12-11,active,Construction,Paint,Rwanda,RW
LN-ET-2021-204332,Emergency,refugee,ET-ET-2023-S3-U01209,1997-11-04,3,Amhara,Hawassa,2021-03-11,2021-03-26,2021-04-07,653.64,507.81,473.73,Asset Finance,24,58.49,51.73,6.97,0.16,1.38,0.0,0.0,503.44,422.0,72.97,5.37,75.52,42.2,7.3,0.54,19.74,3.33,0.28,23.35,25.44,20.85,8.09,0.07,1.07,0.0,84,1,2021-05-28,defaulted,ICT,Device Repair,Ethiopia,ET
LN-ET-2019-628802,Emergency,refugee,ET-ET-2022-S2-U00187,1989-03-02,1,Oromia,Mekelle,2019-01-27,2019-02-09,2019-02-16,100.0,100.0,99.67,Inventory Loan,9,48.2,39.25,5.6,0.13,0.0,3.22,0.0,71.35,60.43,11.1,2.86,0.0,0.0,0.0,0.0,11.07,1.86,0.32,13.25,16.58,13.79,3.21,0.78,0.0,0.0,0,0,2019-04-25,active,Manufacturing,Soap,Ethiopia,ET
LN-RW-2020-739522,Working capital,refugee,RW-RW-2021-S2-U02655,1995-11-15,1,Northern,Kicukiro,2020-05-13,2020-05-29,2020-05-29,145.88,134.72,125.71,Asset Finance,12,93.28,72.17,7.48,1.33,0.0,12.3,0.0,48.58,53.54,3.16,3.48,0.0,0.0,0.0,0.0,10.48,1.0,0.29,11.77,13.49,9.25,3.0,0.35,0.0,0.89,0,0,2020-06-23,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-ET-2024-210474,Stock purchase,host,ET-ET-2019-S3-U03781,1990-05-03,2,Addis Ababa,Hawassa,2024-09-03,2024-09-29,2024-10-10,131.73,129.64,120.23,Working Capital,6,149.87,110.78,21.15,0.15,0.0,17.78,0.0,0.0,9.44,5.39,1.54,0.0,0.0,0.0,0.0,20.04,4.42,0.26,24.72,21.96,17.32,5.62,0.77,0.0,0.0,0,0,2024-12-27,closed,Personal Services,Beauty,Ethiopia,ET
LN-RW-2025-279272,Working capital,host,RW-RW-2021-S2-U01168,1988-04-16,3,Eastern,Huye,2025-07-13,2025-07-16,2025-07-30,231.01,236.98,227.91,Working Capital,9,129.49,95.2,16.62,2.0,3.84,11.83,4.42,147.41,132.71,15.36,4.47,22.11,13.27,1.54,0.45,25.32,4.04,0.92,30.29,24.24,17.22,4.31,2.35,1.18,0.0,26,4,2026-01-14,restructured,ICT,Software Services,Rwanda,RW
LN-RW-2026-462404,Emergency,host,RW-RW-2021-S1-U04744,1985-05-29,1,Kigali City,Rwamagana,2026-10-23,2026-11-02,2026-11-05,880.32,682.64,680.69,Emergency Loan,24,896.0,633.67,188.38,1.93,0.0,72.01,0.0,0.0,47.02,0.0,24.16,0.0,0.0,0.0,0.0,28.36,7.85,1.01,37.22,27.63,20.55,8.59,1.72,0.0,0.0,0,0,2027-03-01,closed,Personal Services,Beauty,Rwanda,RW
LN-KE-2021-513240,Expansion,refugee,KE-KE-2025-S3-U02508,2004-10-26,1,Coast,Kajiado,2021-03-23,2021-03-28,2021-04-01,314.69,241.25,223.39,Asset Finance,18,247.82,212.5,15.42,2.8,0.0,17.11,0.0,2.87,10.89,3.55,5.51,0.0,0.0,0.0,0.0,12.41,1.05,0.31,13.77,7.23,4.48,1.58,0.59,0.0,0.59,0,0,2021-07-02,closed,Construction,Masonry,Kenya,KE
LN-RW-2026-940223,Rent/Utilities,host,RW-RW-2026-S1-U01906,1995-04-01,1,Eastern,Kicukiro,2026-11-03,2026-11-25,2026-12-08,556.82,501.13,477.42,Asset Finance,18,361.98,291.89,34.12,3.41,0.0,32.56,0.0,206.88,185.54,34.17,17.78,0.0,0.0,0.0,0.0,26.52,3.79,0.99,31.31,41.86,35.45,4.63,0.33,0.0,1.46,0,0,2027-04-27,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2019-227551,Working capital,refugee,RW-RW-2020-S2-U00539,1988-12-14,3,Southern,Kicukiro,2019-03-07,2019-03-08,2019-03-19,723.99,675.7,616.91,Seasonal Loan,3,807.07,590.95,123.78,0.49,0.0,91.85,0.0,0.0,25.96,37.46,18.81,0.0,0.0,0.0,0.0,205.64,53.74,6.27,265.65,229.94,151.97,38.57,0.1,0.0,39.31,0,0,2019-04-09,closed,Personal Services,Cleaning,Rwanda,RW
LN-KE-2021-366109,Stock purchase,refugee,KE-KE-2023-S1-U02444,1998-07-18,3,Central,Mombasa,2021-01-10,2021-01-25,2021-02-04,303.2,289.97,286.44,Emergency Loan,9,115.3,93.51,10.76,0.51,0.0,10.52,0.0,225.6,192.93,30.9,11.29,0.0,0.0,0.0,0.0,31.83,4.63,1.25,37.71,38.32,25.09,7.06,1.26,0.0,4.91,0,0,2021-05-31,active,Construction,Hardware,Kenya,KE
LN-KE-2026-892137,Working capital,host,KE-KE-2024-S2-U00343,1983-02-07,3,Central,Nairobi,2026-06-01,2026-06-27,2026-07-05,165.56,163.34,162.61,Seasonal Loan,24,98.92,67.83,13.66,1.55,0.0,15.89,0.0,107.11,94.78,18.42,8.12,0.0,0.0,0.0,0.0,10.0,1.34,0.34,11.67,10.52,8.82,2.88,0.15,0.0,0.0,0,0,2026-11-07,active,Agriculture,Grains,Kenya,KE
LN-RW-2026-367768,Rent/Utilities,host,RW-RW-2024-S2-U02022,1998-10-22,1,Eastern,Musanze,2026-08-25,2026-08-26,2026-08-28,924.37,758.79,723.24,Working Capital,12,857.62,674.79,93.3,1.81,0.0,87.73,0.0,0.0,48.45,10.55,26.46,0.0,0.0,0.0,0.0,60.27,8.65,2.2,71.13,81.29,46.2,16.08,2.82,0.0,16.2,0,0,2027-02-24,closed,Retail & Trade,Grocery,Rwanda,RW
LN-ET-2019-696494,Emergency,host,ET-ET-2023-S2-U02108,1995-10-02,2,Addis Ababa,Bole,2019-06-30,2019-07-09,2019-07-20,100.0,100.0,92.08,Inventory Loan,24,105.21,88.6,8.66,1.22,0.0,6.73,0.0,0.0,3.49,0.2,2.11,0.0,0.0,0.0,0.0,10.0,1.0,0.09,11.09,10.09,8.47,3.0,0.26,0.0,0.0,0,0,2019-11-16,closed,Professional Services,Tailoring,Ethiopia,ET
LN-SS-2020-362749,Expansion,host,SS-SS-2019-S3-U04285,1983-01-02,2,Western Equatoria,Juba,2020-02-13,2020-03-01,2020-03-09,356.97,315.5,308.64,Working Capital,9,239.33,182.76,34.23,1.19,0.0,21.15,0.0,148.87,125.88,37.75,5.65,0.0,0.0,0.0,0.0,34.29,8.0,0.63,42.92,42.09,23.88,6.47,0.39,0.0,11.35,0,0,2020-10-27,active,Transport,Moto,South Sudan,SS
LN-RW-2024-856343,Equipment,host,RW-RW-2022-S1-U00369,1999-07-31,2,Western,Huye,2024-04-11,2024-04-21,2024-05-01,381.78,347.09,334.31,Asset Finance,9,104.32,95.14,7.5,1.57,4.22,0.0,0.0,274.46,239.18,22.98,4.05,41.17,23.92,2.3,0.41,37.15,3.39,0.92,41.45,40.37,26.96,9.37,2.09,1.84,0.11,44,6,2024-08-29,defaulted,Agriculture,Grains,Rwanda,RW
LN-ET-2026-447062,Stock purchase,host,ET-ET-2020-S2-U00147,1984-08-24,5,Addis Ababa,Bole,2026-06-24,2026-07-08,2026-07-15,718.02,626.88,601.96,Working Capital,9,566.09,435.94,90.48,6.7,9.29,23.69,0.0,194.87,166.02,44.37,5.87,29.23,16.6,4.44,0.59,66.88,14.98,1.68,83.55,98.73,63.11,15.28,2.75,2.05,15.54,9,2,2026-11-12,active,Manufacturing,Soap,Ethiopia,ET
LN-ET-2023-142010,Stock purchase,refugee,ET-ET-2025-S3-U04823,1987-05-15,2,Oromia,Bole,2023-12-03,2023-12-16,2023-12-18,236.63,186.32,178.13,Seasonal Loan,6,125.63,103.73,13.7,1.75,0.0,6.46,0.0,91.1,74.41,15.85,6.03,0.0,0.0,0.0,0.0,29.69,4.93,1.01,35.62,22.99,15.75,4.12,1.66,0.0,1.45,0,0,2024-02-04,active,Retail & Trade,Clothing,Ethiopia,ET
LN-RW-2023-766776,Stock purchase,refugee,RW-RW-2020-S2-U00244,1981-01-10,2,Kigali City,Rwamagana,2023-01-05,2023-01-30,2023-02-03,304.23,231.58,231.06,Working Capital,6,288.72,219.18,41.7,1.81,0.0,26.02,0.0,4.28,11.88,12.48,5.92,0.0,0.0,0.0,0.0,38.51,9.03,0.99,48.53,41.56,27.09,10.17,2.39,0.0,1.91,0,0,2023-04-10,closed,Retail & Trade,Clothing,Rwanda,RW
LN-RW-2025-141787,Stock purchase,refugee,RW-RW-2020-S1-U00616,1986-12-24,4,Northern,Huye,2025-05-22,2025-06-08,2025-06-21,684.66,598.23,576.2,Asset Finance,3,527.17,336.03,112.84,5.01,0.0,73.29,0.0,243.91,240.17,48.97,25.75,0.0,0.0,0.0,0.0,192.07,53.94,8.58,254.58,294.09,200.22,31.43,5.91,0.0,56.53,0,0,2025-07-21,active,Transport,Taxi,Rwanda,RW
LN-ET-2024-648203,Stock purchase,host,ET-ET-2024-S2-U02348,2001-03-30,1,Amhara,Mekelle,2024-04-02,2024-04-29,2024-05-03,316.69,261.29,246.34,Inventory Loan,6,94.6,80.01,11.38,0.91,0.0,2.29,0.0,193.88,166.33,24.6,3.38,0.0,0.0,0.0,0.0,41.06,6.0,0.56,47.62,31.41,23.71,5.89,1.69,0.0,0.12,0,0,2024-07-02,active,Construction,Masonry,Ethiopia,ET
LN-RW-2022-373571,Expansion,host,RW-RW-2018-S3-U04772,1974-03-29,1,Western,Musanze,2022-06-12,2022-06-13,2022-06-18,1584.09,1470.02,1362.86,Asset Finance,6,1086.94,834.01,123.24,14.73,0.0,114.96,0.0,540.09,528.85,81.16,37.72,0.0,0.0,0.0,0.0,227.14,34.07,6.29,267.5,294.16,211.18,36.17,12.33,0.0,34.48,0,0,2022-08-21,active,ICT,Device Repair,Rwanda,RW
LN-ET-2026-723389,Emergency,host,ET-ET-2023-S2-U03376,1986-07-03,2,Tigray,Hawassa,2026-09-20,2026-10-18,2026-10-28,368.23,310.4,292.37,Working Capital,12,214.68,180.24,16.73,1.41,0.0,16.3,0.0,123.58,112.12,15.62,11.32,0.0,0.0,0.0,0.0,24.36,2.7,0.94,28.0,18.66,11.65,3.16,1.6,0.0,2.25,0,0,2027-03-21,active,Personal Services,Cleaning,Ethiopia,ET
LN-RW-2024-326925,Emergency,host,RW-RW-2018-S3-U01293,1996-04-04,2,Southern,Rubavu,2024-09-29,2024-10-12,2024-10-21,711.33,622.4,573.32,Inventory Loan,18,335.45,249.53,37.98,1.34,0.0,46.59,0.0,356.62,323.79,59.52,18.48,0.0,0.0,0.0,0.0,31.85,5.42,1.03,38.29,47.92,34.34,9.46,3.08,0.0,1.04,0,0,2024-12-14,active,Retail & Trade,Phone Accessories,Rwanda,RW
LN-RW-2025-945942,Rent/Utilities,refugee,RW-RW-2019-S2-U00581,1994-01-30,1,Kigali City,Huye,2025-01-30,2025-02-11,2025-02-22,702.76,640.51,626.41,Emergency Loan,18,503.51,392.2,55.01,4.42,0.0,51.89,0.0,222.31,234.21,17.64,20.4,0.0,0.0,0.0,0.0,34.8,4.04,1.13,39.97,14.89,12.1,3.28,0.44,0.0,0.0,0,0,2025-08-01,active,Retail & Trade,Pharmacy,Rwanda,RW
LN-RW-2025-157323,Emergency,refugee,RW-RW-2021-S2-U04124,1994-03-20,1,Eastern,Huye,2025-03-15,2025-04-11,2025-04-19,406.11,324.6,305.14,Asset Finance,3,138.99,117.57,17.43,1.22,1.98,0.79,0.0,229.25,187.58,27.48,12.97,34.39,18.76,2.75,1.3,101.71,14.97,4.99,121.67,101.03,68.33,30.44,2.74,1.86,0.0,20,3,2025-07-18,active,Transport,Delivery,Rwanda,RW
LN-ET-2023-331755,Expansion,host,ET-ET-2021-S2-U03887,1984-07-03,2,Addis Ababa,Hawassa,2023-06-26,2023-06-28,2023-07-06,494.81,402.37,382.96,Asset Finance,12,202.23,152.12,21.86,0.13,0.0,28.12,0.0,253.88,230.84,39.37,11.63,0.0,0.0,0.0,0.0,31.91,5.1,0.97,37.98,27.29,18.46,7.86,0.81,0.0,0.16,0,0,2023-08-25,active,Retail & Trade,Grocery,Ethiopia,ET
LN-ET-2026-165504,Rent/Utilities,host,ET-ET-2026-S3-U01133,1979-08-02,1,Oromia,Hawassa,2026-04-18,2026-05-11,2026-05-13,235.98,219.68,211.31,Inventory Loan,18,103.53,79.26,21.44,1.34,0.0,1.49,0.0,181.4,132.05,41.82,6.67,0.0,0.0,0.0,0.0,11.74,3.51,0.37,15.62,14.4,10.46,1.66,0.92,0.0,1.37,0,0,2026-08-31,active,Retail & Trade,Phone Accessories,Ethiopia,ET
LN-KE-2023-413582,Rent/Utilities,host,KE-KE-2025-S3-U03057,1992-10-21,3,Western,Kajiado,2023-06-02,2023-06-28,2023-07-11,408.09,356.07,348.73,Emergency Loan,9,188.78,141.16,31.16,2.04,0.0,14.42,0.0,239.79,207.57,34.51,9.53,0.0,0.0,0.0,0.0,38.75,7.3,1.06,47.1,41.31,33.46,8.56,3.18,0.0,0.0,0,0,2024-01-01,active,Hospitality and Tourism,Restaurant,Kenya,KE
LN-RW-2024-176287,Rent/Utilities,refugee,RW-RW-2021-S1-U03410,1999-10-13,2,Northern,Huye,2024-01-13,2024-01-16,2024-01-30,631.68,650.36,609.17,Working Capital,9,244.54,179.45,23.57,1.26,19.16,21.09,0.0,480.55,429.72,59.13,10.31,72.08,42.97,5.91,1.03,67.69,9.19,3.27,80.15,80.38,44.45,15.47,5.26,1.03,14.17,43,4,2024-07-28,defaulted,Hospitality and Tourism,Catering,Rwanda,RW
LN-RW-2024-638119,Expansion,host,RW-RW-2018-S3-U00306,1995-04-19,2,Southern,Nyarugenge,2024-07-12,2024-07-28,2024-08-05,384.25,357.67,337.16,Working Capital,18,268.78,205.8,33.12,1.06,0.0,28.8,0.0,136.51,131.36,25.06,8.35,0.0,0.0,0.0,0.0,18.73,3.23,0.46,22.43,24.62,17.18,5.52,0.41,0.0,1.51,0,0,2024-08-22,active,Manufacturing,Furniture,Rwanda,RW
LN-RW-2021-342962,Emergency,refugee,RW-RW-2022-S2-U01876,1995-05-05,1,Western,Rubavu,2021-11-05,2021-11-22,2021-11-23,190.2,144.27,135.82,Asset Finance,6,53.88,40.46,5.66,0.71,0.54,6.52,0.6,102.28,95.36,9.64,1.85,15.34,9.54,0.96,0.19,22.64,2.65,0.4,25.68,30.89,17.11,7.49,1.19,0.28,4.81,50,2,2022-04-12,restructured,Retail & Trade,Phone Accessories,Rwanda,RW
LN-KE-2023-778953,Emergency,host,KE-KE-2024-S1-U04396,2000-10-27,5,Western,Nakuru,2023-06-18,2023-06-22,2023-06-22,373.98,341.12,321.94,Inventory Loan,6,128.68,92.54,21.78,0.37,0.0,13.99,0.0,283.83,229.4,62.76,4.83,0.0,0.0,0.0,0.0,53.66,14.09,0.8,68.55,93.77,70.89,11.02,2.41,0.0,9.45,0,0,2023-10-02,active,Retail & Trade,Clothing,Kenya,KE
LN-RW-2024-911296,Emergency,host,RW-RW-2022-S3-U02879,1991-12-13,3,Northern,Rubavu,2024-08-25,2024-09-20,2024-09-23,432.9,384.68,355.84,Asset Finance,18,265.8,204.04,23.75,3.53,0.0,34.48,0.0,152.01,151.8,19.79,12.88,0.0,0.0,0.0,0.0,19.77,2.42,0.72,22.9,17.72,10.83,4.7,0.24,0.0,1.96,0,0,2025-02-24,active,Transport,Moto,Rwanda,RW
